id,label
30000,0.510135985288424
30001,0.172572780135458
30002,0.024390243902439
30003,0.0365853658536585
30004,0.329848705545774
30005,0.0607455131155085
30006,0.0121951219512195
30007,0
30008,0.288821138211382
30009,0
30010,0
30011,0.100609756097561
30012,0
30013,0.0609756097560976
30014,0.450028627046834
30015,0.0365853658536585
30016,0.0609756097560976
30017,0.0121951219512195
30018,0.134146341463415
30019,0.249782229965157
30020,0
30021,0.557467330327687
30022,0.147258348414049
30023,0.0591909577632362
30024,0
30025,0.109756097560976
30026,0.398443708040566
30027,0.428353658536585
30028,0.0626016260162602
30029,0.206320170344561
30030,0.134146341463415
30031,0
30032,0
30033,0.0121951219512195
30034,0.0609756097560976
30035,0.024390243902439
30036,0.199303135888502
30037,0
30038,0.155487804878049
30039,0.0487804878048781
30040,0
30041,0.0487804878048781
30042,0
30043,0.0962242892938907
30044,0.0365853658536585
30045,0.153762413454699
30046,0.0853658536585366
30047,0.0158536585365854
30048,0.0274390243902439
30049,0
30050,0.446297909407666
30051,0.452944393693511
30052,0.0487804878048781
30053,0
30054,0.0121951219512195
30055,0.0121951219512195
30056,0
30057,0.0121951219512195
30058,0.686870249811521
30059,0.518447644977746
30060,0
30061,0.112388536773023
30062,0
30063,0.0121951219512195
30064,0
30065,0
30066,0
30067,0.450082468512714
30068,0.024390243902439
30069,0
30070,0.106900890437476
30071,0.0365853658536585
30072,0.52847720747589
30073,0.10609756097561
30074,0.514485808840522
30075,0.0650406504065041
30076,0.105691056910569
30077,0
30078,0.0121951219512195
30079,0.48904403980711
30080,0
30081,0.109756097560976
30082,0.0365853658536585
30083,0.0365853658536585
30084,0.00365853658536585
30085,0.18649248562193
30086,0.0121951219512195
30087,0.0603750923872875
30088,0.0731707317073171
30089,0.749313534339086
30090,0.285590848421637
30091,0.244902649749825
30092,0
30093,0.0609756097560976
30094,0
30095,0.0121951219512195
30096,0.38547366221784
30097,0.0723839496459481
30098,0
30099,0.0699186991869919
30100,0.21946025174799
30101,0.595727783454666
30102,0.477934485749509
30103,0
30104,0.140582655826558
30105,0
30106,0.0555555555555556
30107,0
30108,0.0365853658536585
30109,0.397045217989063
30110,0.0289847851082564
30111,0.195121951219512
30112,0.465889502582647
30113,0.024390243902439
30114,0.0569105691056911
30115,0.0121951219512195
30116,0.569297964740897
30117,0.0121951219512195
30118,0.0853658536585366
30119,0.0975609756097561
30120,0.121951219512195
30121,0.206829097072999
30122,0.051219512195122
30123,0.0121951219512195
30124,0.0121951219512195
30125,0.0121951219512195
30126,0.410545529708262
30127,0.0958188153310104
30128,0.0853658536585366
30129,0
30130,0.0474593495934959
30131,0.0772357723577236
30132,0.0225506277690055
30133,0.363155077513508
30134,0.024390243902439
30135,0
30136,0
30137,0
30138,0
30139,0
30140,0
30141,0.382963746560348
30142,0.318778292740577
30143,0
30144,0.0853658536585366
30145,0.673127824457779
30146,0.024390243902439
30147,0.024390243902439
30148,0.0731707317073171
30149,0
30150,0.0203252032520325
30151,0.024390243902439
30152,0
30153,0.024390243902439
30154,0.0121951219512195
30155,0
30156,0.369497677119628
30157,0.0121951219512195
30158,0.0975609756097561
30159,0.143631436314363
30160,0.0101626016260163
30161,0
30162,0.593031163128671
30163,0
30164,0.506678387387795
30165,0
30166,0
30167,0.311527293844367
30168,0
