id,label
30000,0.380242288248385
30001,0.34363905132096
30002,0.00449662699265243
30003,0.0604828784749517
30004,0.34363905132096
30005,0.0166890064051189
30006,0.00443395655408953
30007,0.00805809785346109
30008,0.281051637463044
30009,0.0081184564152934
30010,0.0394804145619363
30011,0.343534609730897
30012,0.00649677612060668
30013,0.0267160696396453
30014,0.34363905132096
30015,0.0617138210212213
30016,0.267641955746129
30017,0.00904897373626396
30018,0.18164294082701
30019,0.307397022513122
30020,0.0245219803672864
30021,0.34363905132096
30022,0.34363905132096
30023,0.106381012973049
30024,0.0476420442777027
30025,0.0553591570084799
30026,0.378154072733362
30027,0.378154072733362
30028,0.322448269563229
30029,0.288955684533202
30030,0.348432734402643
30031,0.018378180177243
30032,0.00240200512870494
30033,0.0184839300181499
30034,0.031096812104867
30035,0.00229830973198696
30036,0.34363905132096
30037,0.00244641192917055
30038,0.0978120874118455
30039,0.0602154682898738
30040,0.0039316307513396
30041,0.0305536947074502
30042,0.0173142864781191
30043,0.302226924739609
30044,0.0891553820277448
30045,0.34363905132096
30046,0.0236999841208498
30047,0.0202481196589363
30048,0.022020840793504
30049,0.0143577940523655
30050,0.380242288248385
30051,0.378154072733362
30052,0.0296141155139139
30053,0.00271924309838194
30054,0.0491323750791944
30055,0.00999302742545986
30056,0.0171535715400394
30057,0.115405793510321
30058,0.493227285698396
30059,0.378154072733362
30060,0.023063288295982
30061,0.34363905132096
30062,0.00569006188298311
30063,0.143039703592643
30064,0.0705864091552547
30065,0.0195683329064287
30066,0.00557301494967843
30067,0.378154072733362
30068,0.0368379138299102
30069,0.00416916916916917
30070,0.34363905132096
30071,0.0348366429365297
30072,0.378154072733362
30073,0.243837503088433
30074,0.378154072733362
30075,0.269931971889465
30076,0.361577771235045
30077,0.0593099546637572
30078,0.0228915621351127
30079,0.378154072733362
30080,0.0115102318441166
30081,0.04619313723464
30082,0.060122028787447
30083,0.0430992473949447
30084,0.248912790018159
30085,0.322448269563229
30086,0.0165676401015645
30087,0.302226924739609
30088,0.106259855657385
30089,0.380242288248385
30090,0.34363905132096
30091,0.34363905132096
30092,0.00332102659688867
30093,0.30058650989769
30094,0.00426075483767791
30095,0.0202589941948778
30096,0.378154072733362
30097,0.0750992116026962
30098,0.0494544430060371
30099,0.194284186112837
30100,0.34363905132096
30101,0.378154072733362
30102,0.378154072733362
30103,0.0135791649169354
30104,0.349261481028586
30105,0.0237832036964176
30106,0.0824298291814764
30107,0.0364664108818625
30108,0.262680195021071
30109,0.378154072733362
30110,0.34363905132096
30111,0.267147192168395
30112,0.378154072733362
30113,0.0097649839738618
30114,0.0485477282891076
30115,0.0827480572088278
30116,0.34363905132096
30117,0.0167941599527223
30118,0.169722396259966
30119,0.0334169884169884
30120,0.504122288695109
30121,0.140003360573653
30122,0.0352007805211762
30123,0.0146434046287841
30124,0.106393296596089
30125,0.036007846576311
30126,0.34363905132096
30127,0.0721047221291477
30128,0.0876469857995235
30129,0.0337460517486475
30130,0.21163795887916
30131,0.284049676608543
30132,0.119595095028964
30133,0.34363905132096
30134,0.024391508141471
30135,0.0180658142614664
30136,0.0287781639132991
30137,0.00182171497131501
30138,0.0253076905582052
30139,0.00639258510606762
30140,0.0224324788940048
30141,0.378154072733362
30142,0.322448269563229
30143,0.0273511506195645
30144,0.0300039322736023
30145,0.34363905132096
30146,0.0117271451186011
30147,0.0290349915284551
30148,0.103625877747271
30149,0.0125517113654537
30150,0.258503426849284
30151,0.00711082483722238
30152,0.0100240698551509
30153,0.0199789147293563
30154,0.0192067067067067
30155,0.0472343889035135
30156,0.322448269563229
30157,0.0145109068207317
30158,0.0664387892280379
30159,0.0470318564309081
30160,0.225942050468167
30161,0.0826143753560081
30162,0.378154072733362
30163,0.00437735857470131
30164,0.378154072733362
30165,0.0498569888085874
30166,0.0118446242443831
30167,0.580777512722339
30168,0.0375975549805046
30169,0.00923248389464606
30170,0.34363905132096
30171,0.34363905132096
30172,0.43915392416474
30173,0.0266736137965009
30174,0.0448518596048967
30175,0.0256199044163235
30176,0.000231582388840453
30177,0.492801693114172
30178,0.0150741096780045
30179,0.378154072733362
30180,0.34363905132096
30181,0.380242288248385
30182,0.0151201791942727
30183,0.34363905132096
30184,0.0177229368405839
30185,0
30186,0.372834952035291
30187,0.0101990237583458
30188,0.378154072733362
30189,0.0978657026558573
30190,0.0385935042185042
30191,0.00523361945211356
30192,0.0185095931364588
30193,0.00143151626202474
30194,0.378154072733362
30195,0.378154072733362
30196,0.288955684533202
30197,0.378154072733362
30198,0.304915087205963
30199,0.0913932783488402
30200,0.378154072733362
30201,0.0525003018354211
30202,0.378154072733362
30203,0.00793797540858693
30204,0.0377847369831891
30205,0.0126689189189189
30206,0.34363905132096
30207,0.0081928306822011
30208,0.0994765065834953
30209,0.0759409723428301
30210,0.0239884483786923
30211,0.378154072733362
30212,0.493227285698396
30213,0.378154072733362
30214,0.00847860847860848
30215,0.0203321699409566
30216,0.0356475722535874
30217,0.378154072733362
30218,0.0659906511773653
30219,0.0335405370677514
30220,0.493227285698396
30221,0.0197842484643339
30222,0.182033108817741
30223,0.34363905132096
30224,0.00317785989487102
30225,0.0832993395854239
30226,0.378154072733362
30227,0.00506511764418051
30228,0.036763793405319
30229,0.0102090225515835
30230,0.024629310444643
30231,0.34363905132096
30232,0.378154072733362
30233,0.322448269563229
30234,0.0183232644681243
30235,0.0538630287328191
30236,0.378154072733362
30237,0.34363905132096
30238,0.0546060998442658
30239,0.0308697353857977
30240,0.340860704866887
30241,0.0236303170887867
30242,0.0145248568441663
30243,0
30244,0.34363905132096
30245,0.378154072733362
30246,0.00254638967325535
30247,0.34363905132096
30248,0.380242288248385
30249,0.0395639575217245
30250,0.0313519596065629
30251,0.378154072733362
30252,0.00918468960893604
30253,0.693510782002587
30254,0.380242288248385
30255,0.054047268516936
30256,0.0460065415954422
30257,0.00841825446537531
30258,0.34363905132096
30259,0.00997677364864865
30260,0.34363905132096
30261,0.34363905132096
30262,0.00752494153387445
30263,0.188097742250068
30264,0.322448269563229
30265,0.000231582388840453
30266,0.0286090302537671
30267,0.34363905132096
30268,0.0136242885914117
30269,0.400817371714489
30270,0.011025409439519
30271,0.34363905132096
30272,0.279082551103518
30273,0.0133952292051736
30274,0.0320178609981775
30275,0.378154072733362
30276,0.378154072733362
30277,0.327829559212669
30278,0.0258103014006579
30279,0.34363905132096
30280,0.183776892575192
30281,0.00962957760962866
30282,0.0156804835091375
30283,0.0716180668697151
30284,0.358198717298507
30285,0.0602735421383578
30286,0.0313480203905119
30287,0.000317847433232049
30288,0.00358405292290022
30289,0.0250504388366807
30290,0.0446472088686501
30291,0.0188584046140478
30292,0.0605774139424964
30293,0.380242288248385
30294,0.101520819643214
30295,0.164560742527007
30296,0.286277893124027
30297,0.0106965142786378
30298,0.000317847433232049
